,movie_name,movie_rating,movie_genre,movie_director,movie_actor,movie_genre_split,movie_director_split,movie_actor_split
353,완득이,9.1,['드라마'],이한,"['김윤석', '유아인']",드라마,이한,김윤석 유아인
354,쿵푸팬더 2,8.5,"['애니메이션', '액션', '코미디']",여인영,"['잭 블랙', '안젤리나 졸리', '더스틴 호프만']",애니메이션 액션 코미디,여인영,잭블랙 안젤리나졸리 더스틴호프만
355,미션임파서블:고스트프로토콜,8.5,['액션'],브래드 버드,['톰 크루즈'],액션,브래드버드,톰크루즈
356,조선명탐정 : 각시투구꽃의 비밀,8.0,"['코미디', '범죄']",김석윤,"['김명민', '오달수', '한지민']",코미디 범죄,김석윤,김명민 오달수 한지민
357,도가니,9.4,['드라마'],황동혁,"['공유', '정유미']",드라마,황동혁,공유 정유미
358,해리포터와 죽음의 성물2,9.2,"['판타지', '어드벤처']",데이빗 예이츠,"['다니엘 래드클리프', '루퍼트 그린트', '엠마 왓슨']",판타지 어드벤처,데이빗예이츠,다니엘래드클리프 루퍼트그린트 엠마왓슨
359,리얼 스틸,8.7,"['액션', '드라마', 'SF']",숀 레비,['휴 잭맨'],액션 드라마 SF,숀레비,휴잭맨
360,캐리비안의 해적: 낯선 조류,7.7,['액션'],롭 마셜,"['조니 뎁', '페넬로페 크루즈']",액션,롭마셜,조니뎁 페넬로페크루즈
361,퀵,7.8,['액션'],조범구,"['이민기', '강예원', '김인권']",액션,조범구,이민기 강예원 김인권
362,고지전,8.5,['전쟁'],장훈,"['신하균', '고수']",전쟁,장훈,신하균 고수
363,오싹한 연애,7.4,"['로맨스', '멜로']",황인호,"['손예진', '이민기']",로맨스 멜로,황인호,손예진 이민기
364,혹성탈출: 진화의 시작,8.5,"['SF', '액션', '드라마']",루퍼트 와이어트,"['제임스 프랭코', '프리다 핀토', '앤디 서키스']",SF 액션 드라마,루퍼트와이어트,제임스프랭코 프리다핀토 앤디서키스
365,위험한 상견례,7.7,['코미디'],김진영,"['송새벽', '이시영', '백윤식', '김수미']",코미디,김진영,송새벽 이시영 백윤식 김수미
366,엑스맨: 퍼스트 클래스,8.6,['액션'],매튜 본,"['제임스 맥어보이', '마이클 패스벤더', '케빈 베이컨']",액션,매튜본,제임스맥어보이 마이클패스벤더 케빈베이컨
367,의뢰인,7.8,['스릴러'],손영성,"['하정우', '박희순', '장혁']",스릴러,손영성,하정우 박희순 장혁
368,가문의 영광4 - 가문의 수난,2.9,['코미디'],정태원,"['김수미', '신현준', '탁재훈']",코미디,정태원,김수미 신현준 탁재훈
369,블라인드,8.4,['스릴러'],안상훈,"['김하늘', '유승호']",스릴러,안상훈,김하늘 유승호
370,7광구,4.1,"['SF', '액션']",김지훈,"['하지원', '안성기', '오지호', '이한위', '박철민', '송새벽', '차예련']",SF 액션,김지훈,하지원 안성기 오지호 이한위 박철민 송새벽 차예련
371,마당을 나온 암탉,8.9,"['애니메이션', '드라마', '어드벤처']",오성윤,"['문소리', '유승호', '최민식', '박철민']",애니메이션 드라마 어드벤처,오성윤,문소리 유승호 최민식 박철민
372,라스트 갓파더,6.9,['코미디'],심형래,"['심형래', '하비 케이틀']",코미디,심형래,심형래 하비케이틀
373,글러브,8.8,['드라마'],강우석,"['정재영', '유선']",드라마,강우석,정재영 유선
374,아이들...,7.8,"['범죄', '스릴러']",이규만,"['박용우', '류승룡', '성동일', '성지루', '김여진']",범죄 스릴러,이규만,박용우 류승룡 성동일 성지루 김여진
375,걸리버 여행기,5.3,['코미디'],롭 레터맨,['잭 블랙'],코미디,롭레터맨,잭블랙
376,평양성,7.7,['드라마'],이준익,"['정진영', '이문식', '류승룡', '윤제문', '선우선', '이광수']",드라마,이준익,정진영 이문식 류승룡 윤제문 선우선 이광수
377,토르: 천둥의 신,7.2,"['액션', '어드벤처', '판타지']",케네스 브래너,"['크리스 헴스워스', '나탈리 포트만', '안소니 홉킨스']",액션 어드벤처 판타지,케네스브래너,크리스헴스워스 나탈리포트만 안소니홉킨스
378,헬로우 고스트,8.5,['코미디'],김영탁,"['차태현', '강예원', '이문수', '고창석', '장영남', '천보근']",코미디,김영탁,차태현 강예원 이문수 고창석 장영남 천보근
379,그대를 사랑합니다,9.5,"['로맨스', '멜로']",추창민,"['이순재', '윤소정', '송재호', '김수미']",로맨스 멜로,추창민,이순재 윤소정 송재호 김수미
380,블랙 스완,8.3,"['드라마', '스릴러']",대런 아로노프스키,"['나탈리 포트만', '뱅상 카셀', '밀라 쿠니스']",드라마 스릴러,대런아로노프스키,나탈리포트만 뱅상카셀 밀라쿠니스
381,분노의 질주: 언리미티드,8.4,['액션'],저스틴 린,"['빈 디젤', '폴 워커', '드웨인 존슨']",액션,저스틴린,빈디젤 폴워커 드웨인존슨
382,마이 웨이,6.0,['드라마'],강제규,"['장동건', '오다기리 죠']",드라마,강제규,장동건 오다기리죠
383,브레이킹 던 part1,7.3,"['로맨스', '멜로', '판타지']",빌 콘돈,"['크리스틴 스튜어트', '로버트 패틴슨', '테일러 로트너']",로맨스 멜로 판타지,빌콘돈,크리스틴스튜어트 로버트패틴슨 테일러로트너
384,신들의 전쟁,5.6,"['액션', '판타지']",타셈 싱,"['헨리 카빌', '미키 루크', '프리다 핀토']",액션 판타지,타셈싱,헨리카빌 미키루크 프리다핀토
385,월드 인베이젼,6.9,"['액션', 'SF']",조나단 리브스만,"['아론 에크하트', '미셸 로드리게스', '레이몬 로드리게즈']",액션 SF,조나단리브스만,아론에크하트 미셸로드리게스 레이몬로드리게즈
386,셜록홈즈 : 그림자 게임,7.6,"['액션', '어드벤처']",가이 리치,"['로버트 다우니 주니어', '주드 로']",액션 어드벤처,가이리치,로버트다우니주니어 주드로
387,소스 코드,8.6,"['SF', '액션']",던칸 존스,"['제이크 질렌할', '미셸 모나한']",SF 액션,던칸존스,제이크질렌할 미셸모나한
388,특수본,6.9,['액션'],황병국,"['엄태웅', '주원']",액션,황병국,엄태웅 주원
389,수상한 고객들,8.4,['코미디'],조진모,['류승범'],코미디,조진모,류승범
390,오직 그대만,9.1,['드라마'],송일곤,"['소지섭', '한효주']",드라마,송일곤,소지섭 한효주
391,개구쟁이 스머프,8.1,"['가족', '판타지', '애니메이션']",라자 고스넬,"['이하늬', '박명수', '김경진', '닐 패트릭 해리스', '제이마 메이스', '조나단 윈터스', '조지 로페즈', '프레드 아미센', '알란 커밍', '안톤 옐친', '케이티 페리', '행크 아자리아']",가족 판타지 애니메이션,라자고스넬,이하늬 박명수 김경진 닐패트릭해리스 제이마메이스 조나단윈터스 조지로페즈 프레드아미센 알란커밍 안톤옐친 케이티페리 행크아자리아
392,라푼젤,9.0,"['애니메이션', '코미디', '어드벤처']",네이든 그레노,"['맨디 무어', '재커리 리바이', '도나 머피']",애니메이션 코미디 어드벤처,네이든그레노,맨디무어 재커리리바이 도나머피
393,심장이 뛴다,7.2,['드라마'],윤재근,"['김윤진', '박해일']",드라마,윤재근,김윤진 박해일
394,파퍼씨네 펭귄들,8.4,['코미디'],마크 워터스,"['짐 캐리', '칼라 구기노']",코미디,마크워터스,짐캐리 칼라구기노
395,메가마인드,8.5,"['애니메이션', '코미디', '가족']",톰 맥그래스,"['김수로', '윌 페렐']",애니메이션 코미디 가족,톰맥그래스,김수로 윌페렐
396,체포왕,8.3,['코미디'],임찬익,"['박중훈', '이선균']",코미디,임찬익,박중훈 이선균
397,만추,7.2,"['로맨스', '멜로']",김태용,"['탕웨이', '현빈']",로맨스 멜로,김태용,탕웨이 현빈
398,퍼펙트 게임,8.8,['드라마'],박희곤,"['조승우', '양동근']",드라마,박희곤,조승우 양동근
399,킹스 스피치,8.2,['드라마'],톰 후퍼,"['콜린 퍼스', '제프리 러쉬', '헬레나 본햄 카터']",드라마,톰후퍼,콜린퍼스 제프리러쉬 헬레나본햄카터
400,도둑들,7.9,"['액션', '드라마']",최동훈,"['김윤석', '이정재', '김혜수', '전지현', '임달화', '김해숙', '오달수', '김수현', '증국상']",액션 드라마,최동훈,김윤석 이정재 김혜수 전지현 임달화 김해숙 오달수 김수현 증국상
401,"광해, 왕이 된 남자",8.6,"['드라마', '시대극']",추창민,"['이병헌', '류승룡', '한효주']",드라마 시대극,추창민,이병헌 류승룡 한효주
402,어벤져스,8.6,['액션'],조스 웨던,"['로버트 다우니 주니어', '크리스 헴스워스', '마크 러팔로', '크리스 에반스', '스칼렛 요한슨', '제레미 레너', '사무엘 L. 잭슨', '톰 히들스턴']",액션,조스웨던,로버트다우니주니어 크리스헴스워스 마크러팔로 크리스에반스 스칼렛요한슨 제레미레너 사무엘L.잭슨 톰히들스턴
403,늑대소년,8.4,"['로맨스', '멜로', '드라마', '판타지']",조성희,"['송중기', '박보영']",로맨스 멜로 드라마 판타지,조성희,송중기 박보영
404,다크 나이트 라이즈,8.4,"['액션', '범죄']",크리스토퍼 놀란,"['크리스찬 베일', '마이클 케인', '게리 올드만', '앤 해서웨이', '톰 하디', '마리옹 꼬띠아르', '조셉 고든 레빗', '모건 프리먼']",액션 범죄,크리스토퍼놀란,크리스찬베일 마이클케인 게리올드만 앤해서웨이 톰하디 마리옹꼬띠아르 조셉고든레빗 모건프리먼
405,바람과 함께 사라지다,7.2,"['시대극', '액션', '코미디']",김주호,"['차태현', '오지호', '민효린', '성동일', '신정근', '고창석']",시대극 액션 코미디,김주호,차태현 오지호 민효린 성동일 신정근 고창석
406,어메이징 스파이더맨,7.1,"['액션', '어드벤처', '스릴러']",마크 웹,"['앤드류 가필드', '엠마 스톤']",액션 어드벤처 스릴러,마크웹,앤드류가필드 엠마스톤
407,범죄와의 전쟁: 나쁜놈들 전성시대,8.3,"['범죄', '드라마']",윤종빈,"['최민식', '하정우']",범죄 드라마,윤종빈,최민식 하정우
408,내 아내의 모든 것,8.2,"['로맨스', '멜로', '코미디']",민규동,"['임수정', '이선균', '류승룡']",로맨스 멜로 코미디,민규동,임수정 이선균 류승룡
409,연가시,6.8,"['드라마', '어드벤처']",박정우,"['김명민', '문정희', '김동완', '이하늬']",드라마 어드벤처,박정우,김명민 문정희 김동완 이하늬
410,건축학개론,8.4,"['로맨스', '멜로', '드라마']",이용주,"['엄태웅', '한가인', '이제훈', '수지']",로맨스 멜로 드라마,이용주,엄태웅 한가인 이제훈 수지
411,댄싱퀸,8.6,['코미디'],이석훈,"['황정민', '엄정화']",코미디,이석훈,황정민 엄정화
412,부러진 화살,9.5,['드라마'],정지영,['안성기'],드라마,정지영,안성기
413,맨 인 블랙 3,7.3,"['액션', '코미디', 'SF']",배리 소넨펠드,"['윌 스미스', '토미 리 존스', '조슈 브롤린']",액션 코미디 SF,배리소넨펠드,윌스미스 토미리존스 조슈브롤린
414,레미제라블,8.4,"['드라마', '뮤지컬']",톰 후퍼,"['휴 잭맨', '러셀 크로우', '아만다 사이프리드', '앤 해서웨이', '헬레나 본햄 카터']",드라마 뮤지컬,톰후퍼,휴잭맨 러셀크로우 아만다사이프리드 앤해서웨이 헬레나본햄카터
415,26년,8.3,['드라마'],조근현,"['진구', '한혜진', '임슬옹', '배수빈', '이경영', '장광']",드라마,조근현,진구 한혜진 임슬옹 배수빈 이경영 장광
416,내가 살인범이다,8.5,"['액션', '스릴러']",정병길,"['정재영', '박시후']",액션 스릴러,정병길,정재영 박시후
417,브레이킹 던 part2,7.8,"['판타지', '로맨스', '멜로']",빌 콘돈,"['크리스틴 스튜어트', '로버트 패틴슨']",판타지 로맨스 멜로,빌콘돈,크리스틴스튜어트 로버트패틴슨
418,후궁 : 제왕의 첩,6.5,"['로맨스', '멜로', '드라마']",김대승,"['조여정', '김동욱', '김민준']",로맨스 멜로 드라마,김대승,조여정 김동욱 김민준
419,호빗: 뜻밖의 여정,8.1,"['어드벤처', '판타지']",피터 잭슨,"['이안 맥켈런', '마틴 프리먼']",어드벤처 판타지,피터잭슨,이안맥켈런 마틴프리먼
420,미션임파서블:고스트프로토콜,8.5,['액션'],브래드 버드,['톰 크루즈'],액션,브래드버드,톰크루즈
421,화차,7.9,['미스터리'],변영주,"['이선균', '김민희', '조성하']",미스터리,변영주,이선균 김민희 조성하
422,이웃사람,8.0,['스릴러'],김휘,"['김윤진', '마동석', '천호진', '김성균', '김새론', '임하룡', '장영남', '도지한']",스릴러,김휘,김윤진 마동석 천호진 김성균 김새론 임하룡 장영남 도지한
423,007 스카이폴,7.2,['액션'],샘 멘데스,"['다니엘 크레이그', '하비에르 바르뎀', '주디 덴치']",액션,샘멘데스,다니엘크레이그 하비에르바르뎀 주디덴치
424,테이큰 2,6.7,"['액션', '범죄']",올리비에 메가톤,"['리암 니슨', '매기 그레이스', '팜케 얀센']",액션 범죄,올리비에메가톤,리암니슨 매기그레이스 팜케얀센
425,배틀쉽,5.8,['액션'],피터 버그,"['테일러 키취', '브룩클린 데커', '리암 니슨', '알렉산더 스카스가드', '리한나']",액션,피터버그,테일러키취 브룩클린데커 리암니슨 알렉산더스카스가드 리한나
426,장화신은 고양이,7.8,['애니메이션'],크리스 밀러,"['안토니오 반데라스', '셀마 헤이엑', '자흐 갈리피아나키스']",애니메이션,크리스밀러,안토니오반데라스 셀마헤이엑 자흐갈리피아나키스
427,타워,6.7,['드라마'],김지훈,"['설경구', '손예진', '김상경']",드라마,김지훈,설경구 손예진 김상경
428,코리아,8.4,['드라마'],문현성,"['하지원', '배두나']",드라마,문현성,하지원 배두나
429,나의 PS 파트너,7.7,"['로맨스', '멜로', '코미디']",변성현,"['지성', '김아중']",로맨스 멜로 코미디,변성현,지성 김아중
430,반창꼬,8.3,"['드라마', '로맨스', '멜로']",정기훈,"['고수', '한효주']",드라마 로맨스 멜로,정기훈,고수 한효주
431,러브픽션,6.8,"['로맨스', '멜로', '코미디']",전계수,"['하정우', '공효진']",로맨스 멜로 코미디,전계수,하정우 공효진
432,언터처블: 1%의 우정,9.1,"['코미디', '드라마']",올리비에르 나카체,"['프랑수아 클뤼제', '오마르 사이']",코미디 드라마,올리비에르나카체,프랑수아클뤼제 오마르사이
433,아이스 에이지 4: 대륙 이동설,8.1,['애니메이션'],스티브 마티노,"['레이 로마노', '퀸 라티파', '존 레귀자모', '데니스 리어리', '제니퍼 로페즈']",애니메이션,스티브마티노,레이로마노 퀸라티파 존레귀자모 데니스리어리 제니퍼로페즈
434,공모자들,7.2,"['범죄', '스릴러']",김홍선,"['임창정', '최다니엘']",범죄 스릴러,김홍선,임창정 최다니엘
435,마다가스카3 : 이번엔 서커스다!,8.3,"['애니메이션', '어드벤처']",에릭 다넬,"['벤 스틸러', '크리스 록', '데이비드 쉼머', '제이다 핀켓 스미스']",애니메이션 어드벤처,에릭다넬,벤스틸러 크리스록 데이비드쉼머 제이다핀켓스미스
436,하울링,7.1,"['범죄', '드라마']",유하,"['송강호', '이나영']",범죄 드라마,유하,송강호 이나영
437,용의자X,7.7,['미스터리'],방은진,"['류승범', '이요원', '조진웅']",미스터리,방은진,류승범 이요원 조진웅
438,새미의 어드벤쳐 2,8.7,"['애니메이션', '어드벤처']",벤 스타센,"['아이유', '이기광', '김원효', '팻 캐롤', '카를로스 맥컬러스 II']",애니메이션 어드벤처,벤스타센,아이유 이기광 김원효 팻캐롤 카를로스맥컬러스II
439,차형사,6.8,['코미디'],신태라,"['강지환', '성유리']",코미디,신태라,강지환 성유리
440,은교,6.9,"['로맨스', '멜로']",정지우,"['박해일', '김무열', '김고은']",로맨스 멜로,정지우,박해일 김무열 김고은
441,간첩,5.5,"['드라마', '코미디', '액션']",우민호,"['김명민', '유해진', '염정아', '변희봉', '정겨운']",드라마 코미디 액션,우민호,김명민 유해진 염정아 변희봉 정겨운
442,간기남,6.9,"['스릴러', '코미디']",김형준,"['박희순', '박시연', '주상욱']",스릴러 코미디,김형준,박희순 박시연 주상욱
443,메리다와 마법의 숲,7.7,['애니메이션'],마크 앤드류스,"['강소라', '켈리 맥도널드', '빌리 코널리', '엠마 톰슨']",애니메이션,마크앤드류스,강소라 켈리맥도널드 빌리코널리 엠마톰슨
444,토탈 리콜,6.9,['액션'],렌 와이즈먼,"['콜린 파렐', '케이트 베킨세일', '제시카 비엘']",액션,렌와이즈먼,콜린파렐 케이트베킨세일 제시카비엘
445,R2B: 리턴투베이스,6.9,"['액션', '드라마']",김동원,"['비', '유준상', '신세경', '김성수', '이하나', '이종석', '정경호']",액션 드라마,김동원,비 유준상 신세경 김성수 이하나 이종석 정경호
446,돈의 맛,6.2,['드라마'],임상수,"['김강우', '백윤식', '윤여정', '김효진']",드라마,임상수,김강우 백윤식 윤여정 김효진
447,잃어버린 세계를 찾아서 2: 신비의 섬,6.5,"['액션', '어드벤처']",브래드 페이튼,"['드웨인 존슨', '마이클 케인', '조쉬 허처슨', '루이스 구즈만', '바네사 허진스']",액션 어드벤처,브래드페이튼,드웨인존슨 마이클케인 조쉬허처슨 루이스구즈만 바네사허진스
448,회사원,6.8,"['액션', '드라마']",임상윤,"['소지섭', '이미연']",액션 드라마,임상윤,소지섭 이미연
449,가디언즈,9.0,"['애니메이션', '어드벤처']",피터 램지,"['이제훈', '류승룡', '이종혁', '한혜진', '유해진', '알렉 볼드윈', '크리스 파인', '휴 잭맨', '아일라 피셔', '주드 로', '다코타 고요']",애니메이션 어드벤처,피터램지,이제훈 류승룡 이종혁 한혜진 유해진 알렉볼드윈 크리스파인 휴잭맨 아일라피셔 주드로 다코타고요
450,7번방의 선물,8.7,['드라마'],이환경,"['류승룡', '박신혜', '갈소원', '오달수', '박원상', '김정태', '정만식', '김기천']",드라마,이환경,류승룡 박신혜 갈소원 오달수 박원상 김정태 정만식 김기천
451,설국열차,7.1,"['SF', '액션', '드라마']",봉준호,"['크리스 에반스', '송강호', '에드 해리스', '존 허트', '틸다 스윈튼', '제이미 벨', '옥타비아 스펜서', '이완 브렘너', '고아성']",SF 액션 드라마,봉준호,크리스에반스 송강호 에드해리스 존허트 틸다스윈튼 제이미벨 옥타비아스펜서 이완브렘너 고아성
452,관상,8.0,['시대극'],한재림,"['송강호', '이정재', '백윤식', '조정석', '이종석', '김혜수']",시대극,한재림,송강호 이정재 백윤식 조정석 이종석 김혜수
453,아이언맨 3,8.3,"['액션', 'SF']",셰인 블랙,"['로버트 다우니 주니어', '기네스 팰트로', '돈 치들', '가이 피어스']",액션 SF,셰인블랙,로버트다우니주니어 기네스팰트로 돈치들 가이피어스
454,베를린,7.9,"['액션', '드라마']",류승완,"['하정우', '한석규', '류승범', '전지현']",액션 드라마,류승완,하정우 한석규 류승범 전지현
455,은밀하게 위대하게,7.1,"['액션', '드라마', '코미디']",장철수,"['김수현', '박기웅', '이현우']",액션 드라마 코미디,장철수,김수현 박기웅 이현우
456,변호인,9.3,['드라마'],양우석,['송강호'],드라마,양우석,송강호
457,숨바꼭질,5.9,['스릴러'],허정,"['손현주', '전미선', '문정희']",스릴러,허정,손현주 전미선 문정희
458,더 테러 라이브,8.3,['스릴러'],김병우,['하정우'],스릴러,김병우,하정우
459,감시자들,7.3,"['범죄', '액션']",조의석,"['설경구', '정우성', '한효주']",범죄 액션,조의석,설경구 정우성 한효주
460,월드 워 Z,7.3,"['스릴러', 'SF', '액션', '어드벤처', '공포']",마크 포스터,['브래드 피트'],스릴러 SF 액션 어드벤처 공포,마크포스터,브래드피트
461,신세계,8.6,"['범죄', '드라마']",박훈정,"['이정재', '최민식', '황정민']",범죄 드라마,박훈정,이정재 최민식 황정민
462,박수건달,7.5,['코미디'],조진규,"['박신양', '김정태', '엄지원', '정혜영']",코미디,조진규,박신양 김정태 엄지원 정혜영
463,스파이,6.3,"['코미디', '액션']",이승준,"['설경구', '문소리', '다니엘 헤니']",코미디 액션,이승준,설경구 문소리 다니엘헤니
464,그래비티,8.1,"['SF', '드라마']",알폰소 쿠아론,"['산드라 블록', '조지 클루니']",SF 드라마,알폰소쿠아론,산드라블록 조지클루니
465,타워,6.7,['드라마'],김지훈,"['설경구', '손예진', '김상경']",드라마,김지훈,설경구 손예진 김상경
466,감기,7.2,"['드라마', '어드벤처', '액션']",김성수,"['장혁', '수애', '박민하']",드라마 어드벤처 액션,김성수,장혁 수애 박민하
467,토르: 다크 월드,7.6,"['어드벤처', '판타지']",알랜 테일러,"['크리스 헴스워스', '나탈리 포트만', '톰 히들스턴', '안소니 홉킨스', '크리스토퍼 에클리스톤']",어드벤처 판타지,알랜테일러,크리스헴스워스 나탈리포트만 톰히들스턴 안소니홉킨스 크리스토퍼에클리스톤
468,레드: 더 레전드,7.4,"['액션', '코미디', '범죄']",딘 패리소,"['브루스 윌리스', '존 말코비치', '메리 루이스 파커', '이병헌', '캐서린 제타 존스', '안소니 홉킨스', '헬렌 미렌']",액션 코미디 범죄,딘패리소,브루스윌리스 존말코비치 메리루이스파커 이병헌 캐서린제타존스 안소니홉킨스 헬렌미렌
469,친구 2,6.1,['액션'],곽경택,"['유오성', '주진모', '김우빈']",액션,곽경택,유오성 주진모 김우빈
470,어바웃 타임,8.6,"['로맨스', '멜로', '코미디']",리차드 커티스,"['도널 글리슨', '레이첼 맥아담스', '빌 나이']",로맨스 멜로 코미디,리차드커티스,도널글리슨 레이첼맥아담스 빌나이
471,나우 유 씨 미 : 마술사기단,7.6,"['범죄', '액션', '스릴러']",루이스 리터리어,"['제시 아이젠버그', '마크 러팔로', '우디 해럴슨', '멜라니 로랑', '아일라 피셔', '데이브 프랭코', '마이클 케인', '모건 프리먼']",범죄 액션 스릴러,루이스리터리어,제시아이젠버그 마크러팔로 우디해럴슨 멜라니로랑 아일라피셔 데이브프랭코 마이클케인 모건프리먼
472,소원,8.7,['드라마'],이준익,"['설경구', '엄지원', '이레']",드라마,이준익,설경구 엄지원 이레
473,레미제라블,8.4,"['드라마', '뮤지컬']",톰 후퍼,"['휴 잭맨', '러셀 크로우', '아만다 사이프리드', '앤 해서웨이', '헬레나 본햄 카터']",드라마 뮤지컬,톰후퍼,휴잭맨 러셀크로우 아만다사이프리드 앤해서웨이 헬레나본햄카터
474,퍼시픽 림,7.0,"['SF', '액션', '어드벤처']",기예르모 델 토로,"['찰리 허냄', '이드리스 엘바', '키쿠치 린코', '찰리 데이', '로버트 카진스키']",SF 액션 어드벤처,기예르모델토로,찰리허냄 이드리스엘바 키쿠치린코 찰리데이 로버트카진스키
475,화이: 괴물을 삼킨 아이,7.4,"['액션', '스릴러']",장준환,"['김윤석', '여진구', '조진웅', '장현성', '김성균', '박해준']",액션 스릴러,장준환,김윤석 여진구 조진웅 장현성 김성균 박해준
476,컨저링,7.4,['공포'],제임스 완,"['베라 파미가', '패트릭 윌슨', '릴리 테일러', '론 리빙스턴']",공포,제임스완,베라파미가 패트릭윌슨 릴리테일러 론리빙스턴
477,맨 오브 스틸,7.4,"['액션', '어드벤처', '판타지']",잭 스나이더,"['헨리 카빌', '에이미 아담스']",액션 어드벤처 판타지,잭스나이더,헨리카빌 에이미아담스
478,용의자,7.9,"['액션', '드라마']",원신연,['공유'],액션 드라마,원신연,공유
479,호빗: 스마우그의 폐허,7.5,"['어드벤처', '판타지']",피터 잭슨,"['마틴 프리먼', '이안 맥켈런', '리차드 아미티지', '케이트 블란쳇', '올랜도 블룸']",어드벤처 판타지,피터잭슨,마틴프리먼 이안맥켈런 리차드아미티지 케이트블란쳇 올랜도블룸
480,몽타주,8.2,"['스릴러', '드라마']",정근섭,"['엄정화', '김상경', '송영창']",스릴러 드라마,정근섭,엄정화 김상경 송영창
481,터보,8.7,"['애니메이션', '어드벤처', '코미디']",데이빗 소렌,['라이언 레이놀즈'],애니메이션 어드벤처 코미디,데이빗소렌,라이언레이놀즈
482,연애의 온도,7.5,"['로맨스', '멜로']",노덕,"['이민기', '김민희']",로맨스 멜로,노덕,이민기 김민희
483,지.아이.조 2,6.5,"['액션', '어드벤처']",존 추,"['브루스 윌리스', '드웨인 존슨', 'D.J. 코트로나', '이병헌', '아드리안 팔리키', '레이 파크', '채닝 테이텀']",액션 어드벤처,존추,브루스윌리스 드웨인존슨 D.J.코트로나 이병헌 아드리안팔리키 레이파크 채닝테이텀
484,분노의 질주: 더 맥시멈,8.4,"['액션', '범죄']",저스틴 린,"['빈 디젤', '폴 워커', '드웨인 존슨', '미셸 로드리게스', '성강', '루크 에반스']",액션 범죄,저스틴린,빈디젤 폴워커 드웨인존슨 미셸로드리게스 성강 루크에반스
485,공범,6.9,['스릴러'],국동석,"['손예진', '김갑수']",스릴러,국동석,손예진 김갑수
486,집으로 가는 길,8.5,['드라마'],방은진,"['전도연', '고수']",드라마,방은진,전도연 고수
487,전설의 주먹,7.1,"['액션', '드라마']",강우석,"['황정민', '유준상', '이요원', '윤제문', '정웅인']",액션 드라마,강우석,황정민 유준상 이요원 윤제문 정웅인
488,파파로티,9.0,['드라마'],윤종찬,"['한석규', '이제훈']",드라마,윤종찬,한석규 이제훈
489,스타트렉 다크니스,8.5,"['액션', '어드벤처', 'SF']",J.J. 에이브람스,"['크리스 파인', '재커리 퀸토', '조 샐다나', '칼 어번', '베네딕트 컴버배치']",액션 어드벤처 SF,J.J.에이브람스,크리스파인 재커리퀸토 조샐다나 칼어번 베네딕트컴버배치
490,라이프 오브 파이,8.3,"['어드벤처', '드라마']",이안,"['수라즈 샤르마', '이르판 칸']",어드벤처 드라마,이안,수라즈샤르마 이르판칸
491,오블리비언,7.7,"['SF', '액션']",조셉 코신스키,"['톰 크루즈', '모건 프리먼', '올가 쿠릴렌코']",SF 액션,조셉코신스키,톰크루즈 모건프리먼 올가쿠릴렌코
492,위대한 개츠비,7.6,"['로맨스', '멜로', '드라마']",바즈 루어만,"['레오나르도 디카프리오', '토비 맥과이어', '캐리 멀리건']",로맨스 멜로 드라마,바즈루어만,레오나르도디카프리오 토비맥과이어 캐리멀리건
493,다이하드: 굿 데이 투 다이,6.6,"['액션', '범죄', '스릴러']",존 무어,"['브루스 윌리스', '제이 코트니', '메리 엘리자베스 윈스티드']",액션 범죄 스릴러,존무어,브루스윌리스 제이코트니 메리엘리자베스윈스티드
494,런닝맨,7.6,['액션'],조동오,"['신하균', '이태리', '김상호', '조은지', '오정세']",액션,조동오,신하균 이태리 김상호 조은지 오정세
495,미스터 고,7.6,"['드라마', '코미디', '액션']",김용화,"['링링', '성동일', '서교']",드라마 코미디 액션,김용화,링링 성동일 서교
496,결혼전야,7.4,"['로맨스', '멜로']",홍지영,"['김강우', '김효진', '이연희', '택연', '마동석', '구잘 투르수노바', '이희준', '고준희', '주지훈']",로맨스 멜로,홍지영,김강우 김효진 이연희 택연 마동석 구잘투르수노바 이희준 고준희 주지훈
497,깡철이,7.0,['가족'],안권태,"['유아인', '김해숙']",가족,안권태,유아인 김해숙
498,엘리시움,7.0,"['SF', '액션', '드라마']",닐 블롬캠프,"['맷 데이먼', '조디 포스터']",SF 액션 드라마,닐블롬캠프,맷데이먼 조디포스터
499,더 웹툰: 예고살인,7.5,"['공포', '스릴러']",김용균,"['이시영', '엄기준']",공포 스릴러,김용균,이시영 엄기준
500,명량,7.8,"['액션', '드라마']",김한민,"['최민식', '류승룡', '조진웅']",액션 드라마,김한민,최민식 류승룡 조진웅
501,겨울왕국,8.2,"['애니메이션', '어드벤처', '가족']",크리스 벅,"['박지윤', '소연', '박혜나', '최원형', '윤승욱', '장민혁', '정상윤', '이장원', '정영주', '크리스틴 벨', '이디나 멘젤', '조시 게드', '조나단 그로프', '마이아 윌슨']",애니메이션 어드벤처 가족,크리스벅,박지윤 소연 박혜나 최원형 윤승욱 장민혁 정상윤 이장원 정영주 크리스틴벨 이디나멘젤 조시게드 조나단그로프 마이아윌슨
502,인터스텔라,8.0,['SF'],크리스토퍼 놀란,"['매튜 맥커너히', '앤 해서웨이', '마이클 케인', '제시카 차스테인', '캐시 애플렉']",SF,크리스토퍼놀란,매튜맥커너히 앤해서웨이 마이클케인 제시카차스테인 캐시애플렉
